,name,nickname,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg
990,Daniil Donchenko,,14,2,0,"5' 11""",170 lbs.,"71""",Orthodox,"Aug 04, 2001",7.15,60%,2.57,72%,0.77,33%,75%,0.0
991,Dong Huaxiang,,12,3,0,"5' 3""",115 lbs.,"61""",Switch,"Aug 21, 1998",3.50,59%,3.13,65%,4.00,44%,100%,0.0
992,Cody Donovan,Donnybrook,8,5,0,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7
993,Houston Dorr,,1,2,0,"6' 1""",210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
994,Rafael Dos Anjos,,32,17,0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",3.48,47%,3.23,60%,1.95,35%,54%,0.6
995,Junior Dos Santos,Cigano,21,9,0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1
996,Geronimo dos Santos,Mondragon,39,19,0,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980",1.09,33%,8.73,41%,0.00,0%,33%,0.0
997,Antonio Dos Santos,Junior Alpha,6,4,0,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",5.40,51%,3.94,43%,0.00,0%,100%,0.0
998,Anderson Dos Santos,Berinja,21,9,0,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",2.70,25%,5.37,49%,0.98,14%,66%,0.7
999,Acacio Dos Santos,Pequeno,14,5,0,"6' 4""",205 lbs.,"79""",Orthodox,"Sep 29, 1991",1.27,41%,1.40,43%,0.00,0%,31%,0.0
1000,Rayanne dos Santos,,14,9,0,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",4.57,40%,6.47,59%,0.50,14%,80%,0.0
1001,Felipe dos Santos,Lipe Detona,8,3,0 (1 NC),"5' 7""",125 lbs.,"70""",Orthodox,"Sep 11, 2000",3.75,39%,3.80,41%,0.00,0%,20%,0.5
1002,Tiago dos Santos e Silva,Trator,20,7,2 (1 NC),"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3
1003,Oleksandr Doskalchuk,,10,2,0,"5' 6""",125 lbs.,--,Southpaw,"Mar 13, 1990",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1004,David Douglas,Tarzan,9,7,0,"5' 11""",155 lbs.,--,,"Aug 16, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1005,Damion Douglas,,4,1,0,--,170 lbs.,--,,"Aug 16, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1006,Lerryan Douglas,Gunslinger,13,5,0,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 27, 1995",11.67,87%,5.00,66%,0.00,0%,0%,0.0
1007,Cedric Doumbe,,2,0,0,"5' 10""",170 lbs.,--,,"Aug 13, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1008,John Dowdy,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1009,Jordan Dowdy,,4,3,0,--,170 lbs.,--,,--,2.11,44%,2.63,50%,0.00,0%,0%,0.0
1010,Danny Downes,,8,3,0,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,0.00,0%,37%,0.5
1011,Derek Downey,,11,4,0,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,2.40,16%,0%,0.0
1012,John Doyle,The Iron Bull,11,22,0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,"Nov 21, 1976",3.50,44%,10.51,27%,0.00,0%,0%,0.0
1013,Edson Drago,,11,7,0,"6' 4""",220 lbs.,--,Orthodox,"Aug 29, 1977",1.16,40%,2.39,36%,0.00,0%,55%,0.0
1014,Jimmy Drago,,7,3,0 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"Feb 18, 1995",3.80,29%,5.60,65%,1.00,50%,0%,0.0
1015,Anthony Drilich,,8,2,0,"5' 5""",125 lbs.,"65""",Southpaw,"Mar 17, 1994",5.80,31%,5.07,40%,0.00,0%,55%,0.0
1016,Kyle Driscoll,KD,12,3,0,"5' 11""",145 lbs.,"74""",Orthodox,"Sep 23, 1994",2.73,32%,2.60,58%,2.00,18%,0%,0.0
1017,Chris Drumm,,0,1,0 (1 NC),"5' 8""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1018,Tomasz Drwal,Gorilla,21,5,1,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4
1019,Robert Drysdale,,7,0,0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,"Oct 05, 1981",0.00,0%,0.00,0%,7.32,100%,0%,21.9
1020,Dricus Du Plessis,Stillknocks,23,3,0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",5.18,48%,4.33,52%,2.22,51%,34%,0.7
1021,Hugo Duarte,,6,3,0,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1022,Antonio Duarte,Tigre,19,7,0,"5' 7""",135 lbs.,--,,"Mar 10, 1987",4.55,40%,4.18,57%,0.00,0%,60%,0.0
1023,Joe Duarte,,10,4,0,--,155 lbs.,--,,"Jan 25, 1977",2.27,38%,4.00,53%,3.00,50%,69%,1.0
1024,Yuneisy Duben,,6,1,0 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,"Jul 08, 1996",13.53,48%,10.75,53%,0.00,0%,0%,0.0
1025,Matthieu Duclos,,6,3,0,"6' 3""",185 lbs.,"77""",Orthodox,"Apr 04, 1995",3.93,37%,6.81,46%,0.00,0%,100%,0.0
1026,Emily Ducote,Gordinha,13,9,0,"5' 2""",115 lbs.,"63""",Orthodox,"Jan 01, 1994",7.45,52%,7.84,57%,0.20,14%,94%,0.0
1027,Viktoriia Dudakova,,8,2,0,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 26, 1999",2.87,47%,3.40,50%,2.73,35%,33%,0.0
1028,Milana Dudieva,,11,6,0,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",0.87,31%,3.43,58%,2.34,45%,0%,0.0
1029,Adin Duenas,,6,1,0,"5' 6""",145 lbs.,--,,"Jul 02, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1030,Todd Duffee,,9,3,0 (1 NC),"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",5.93,37%,2.87,56%,0.72,25%,90%,0.0
1031,Joe Duffy,Irish,16,5,0,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",2.68,34%,3.78,54%,0.96,66%,64%,0.7
1032,Jack Duffy,The Fury,7,1,0,"5' 7""",125 lbs.,"69""",Switch,"Oct 02, 1995",5.07,69%,2.13,52%,0.00,0%,62%,0.0
1033,Alexis Dufresne,Sneaky Zebra,6,3,0,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,1.50,50%,50%,0.0
1034,Jessamyn Duke,The Gun,3,5,0 (1 NC),"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9
1035,Islam Dulatov,The Ripper,12,1,0,"6' 3""",170 lbs.,"75""",Orthodox,"Aug 02, 1998",8.78,54%,4.24,50%,2.20,100%,100%,0.0
1036,Isaac Dulgarian,The Midwest Choppa,7,2,0,"5' 7""",145 lbs.,"71""",Orthodox,"Jul 04, 1996",2.99,63%,1.65,40%,4.57,50%,0%,1.8
1037,Kelly Dullanty,Psycho,4,2,0,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0.00,0%,0.67,75%,0.00,0%,66%,0.0
1038,Sedriques Dumas,The Reaper,10,4,0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",2.00,44%,2.41,55%,1.34,31%,33%,0.2
1039,Norma Dumont,The Immortal,13,2,0,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",3.89,50%,2.12,65%,1.56,56%,68%,0.0
1040,Chris Duncan,The Problem,15,2,0,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",5.02,46%,4.82,51%,3.27,42%,50%,0.7
1041,Christian Leroy Duncan,CLD,13,2,0,"6' 2""",185 lbs.,"79""",Switch,"Jul 24, 1995",4.60,58%,2.97,51%,0.40,20%,69%,0.0
1042,Evan Dunham,,18,9,1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0
1043,Alex Dunworth,,2,2,0 (1 NC),"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,0.00,0%,50%,0.0
1044,Tom Duquesnoy,Fire Kid,16,2,0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",3.83,45%,5.30,62%,0.42,25%,46%,0.0
1045,Albert Duraev,,16,5,0,"5' 11""",185 lbs.,"75""",Orthodox,"Jan 05, 1989",2.99,40%,3.01,59%,1.97,29%,66%,0.6
1046,Reuben Duran,,11,7,1,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",3.19,49%,2.61,50%,0.98,23%,25%,0.7
1047,Cody Durden,Custom Made,17,9,1,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",3.66,44%,4.47,50%,3.99,47%,75%,0.7
1048,Luiz Dutra,Besouro,13,6,1,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",3.92,50%,4.80,41%,0.00,0%,100%,0.0
1049,Rilley Dutro,,11,4,0,"5' 8""",125 lbs.,--,Orthodox,"Sep 03, 1987",4.74,54%,5.95,33%,0.00,0%,83%,0.0
1050,Bill Duvall,,1,2,0,"6' 2""",185 lbs.,--,Southpaw,--,0.00,0%,2.40,40%,0.00,0%,0%,0.0
1051,Merab Dvalishvili,The Machine,21,5,0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.42,41%,2.80,54%,5.97,35%,76%,0.3
1052,David Dvorak,Undertaker,20,6,0,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.48,43%,3.29,59%,0.58,30%,70%,0.2
1053,Matt Dwyer,,9,4,0,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",2.57,34%,3.24,54%,0.44,10%,60%,0.0
1054,Rolando Dy,Dy Incredible,9,7,1 (1 NC),"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",3.04,37%,4.47,52%,0.30,20%,68%,0.0
1055,Shanelle Dyer,The Nightmare,6,1,0,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 23, 2001",7.67,41%,7.80,44%,0.00,0%,0%,0.0
1056,Ben Earwood,,12,3,0,"5' 8""",170 lbs.,--,Orthodox,--,0.50,55%,0.20,33%,3.00,100%,0%,0.0
1057,Cody East,The Freight Train,12,3,0,"6' 3""",245 lbs.,--,Orthodox,"Jun 29, 1988",4.15,43%,7.32,40%,3.97,100%,16%,0.0
1058,Marvin Eastman,The Beastman,18,15,1,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0
1059,Mike Easton,The Hulk,13,6,0,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0
1060,Maurice Eazel,,7,15,0,"5' 7""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1061,Vincent Eazelle,The Real Deal,9,2,0,"5' 11""",155 lbs.,--,,"Dec 07, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1062,Ross Ebanez,The Boss,20,10,0 (3 NC),"5' 9""",154 lbs.,--,Southpaw,"May 18, 1975",0.74,50%,0.74,62%,3.70,100%,0%,0.0
1063,Brian Ebersole,Bad Boy,51,18,1 (1 NC),"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.70,23%,61%,0.1
1064,Roybert Echeverria,The Unbroken,7,1,0,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",2.95,53%,2.52,57%,0.00,0%,71%,2.6
1065,Mark Eddiva,,6,3,0,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",3.37,45%,2.98,54%,1.45,22%,63%,0.0
1066,Frankie Edgar,The Answer,23,11,1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.77,40%,2.82,65%,2.29,31%,65%,0.3
1067,Abdul-Kerim Edilov,,17,4,0,"6' 2""",205 lbs.,--,Orthodox,"Nov 25, 1991",10.22,61%,0.13,92%,3.98,100%,0%,2.0
1068,Johnny Eduardo,,28,13,0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.95,39%,3.22,63%,0.22,20%,58%,0.4
1069,Yves Edwards,,42,22,1 (1 NC),"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
1070,Justin Edwards,Fast Eddy,9,5,0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1.0
1071,Leon Edwards,Rocky,22,6,0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.60,54%,2.44,52%,1.25,37%,63%,0.4
1072,Te Edwards,,6,3,0,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",1.50,41%,4.15,44%,0.72,100%,44%,0.0
1073,Adli Edwards,,4,1,0,--,145 lbs.,--,,"Aug 28, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1074,Joselyne Edwards,La Pantera,16,6,0,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",4.73,53%,3.28,50%,1.29,38%,61%,0.5
1075,Tom Egan,,7,5,0,"5' 11""",170 lbs.,--,Orthodox,--,0.00,0%,3.91,50%,0.00,0%,28%,0.0
1076,Stephanie Egger,,8,5,0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",2.20,46%,2.48,52%,2.48,42%,50%,0.6
1077,Justin Eilers,The Hammer,19,7,1,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",2.86,43%,5.66,49%,0.82,25%,50%,0.0
1078,Jon Olav Einemo,The Viking,6,3,0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0.0
1079,Per Eklund,,14,5,1,"5' 10""",155 lbs.,"72""",Orthodox,"Nov 12, 1980",2.07,61%,2.38,67%,2.07,11%,50%,3.6
1080,John Elam,,2,0,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1081,Evan Elder,The Phenom,10,2,0,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",5.66,50%,4.94,57%,0.48,15%,40%,0.5
1082,Billy Elekana,Son of Susie,10,2,0,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",2.71,56%,3.59,46%,0.85,22%,0%,0.8
1083,John Paul Elias,,3,1,0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1084,Joao Elias,Alicate,17,4,1 (1 NC),"5' 3""",125 lbs.,"64""",Southpaw,"Jan 08, 1995",0.40,50%,6.47,20%,0.00,0%,50%,0.0
1085,Saul Elizondo,,6,8,0,"5' 7""",135 lbs.,--,,"Jul 17, 1985",2.07,30%,4.93,48%,2.00,100%,66%,1.0
1086,Darren Elkins,The Damage,29,12,0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.40,38%,3.34,51%,2.87,34%,56%,1.1
1087,Jake Ellenberger,The Juggernaut,31,15,0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2.47,39%,2.83,60%,2.04,47%,86%,0.4
1088,Joe Ellenberger,Excalibur,15,2,0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
1089,Tim Elliott,,22,13,1,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",3.37,44%,2.65,57%,3.71,47%,59%,1.1
1090,Oban Elliott,The Welsh Gangster,12,4,0,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",3.62,48%,2.24,61%,1.52,40%,52%,0.0
1091,Eddy Ellis,Fast,21,16,1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,"Jul 07, 1983",3.40,69%,1.53,68%,4.00,66%,50%,2.0
1092,Lisa Ellis,,15,11,0,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
1093,Elisha Ellison,The Snack Panther,5,2,0,"6' 0""",238 lbs.,"78""",Orthodox,"Mar 05, 1997",1.57,33%,15.13,40%,0.00,0%,0%,0.0
1094,Anna Elmose,Panda,3,2,0,"5' 3""",115 lbs.,--,Orthodox,"Oct 06, 1984",3.68,49%,4.64,56%,0.00,0%,33%,0.0
1095,Cameron Else,Camchida,10,6,0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",1.99,40%,8.09,51%,0.00,0%,0%,0.0
1096,Aaron Ely,The Cyborg,5,2,0,"5' 8""",135 lbs.,--,,"Mar 18, 1989",0.82,15%,0.66,69%,2.47,100%,50%,4.9
1097,Sovannahry Em,The Sweet Savage,3,1,0,"5' 4""",135 lbs.,--,,"Jun 26, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1098,Ramazan Emeev,Gorets,20,6,0,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",2.53,45%,2.14,65%,2.37,29%,66%,0.7
1099,Aleksander Emelianenko,,23,7,0,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",2.75,41%,1.70,65%,2.32,72%,66%,0.9
1100,Fedor Emelianenko,The Last Emperor,36,5,0 (1 NC),"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",3.18,51%,1.00,63%,2.00,63%,82%,1.9
1101,Rob Emerson,The Saint,18,12,0 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.50,30%,2.83,64%,2.02,52%,65%,0.4
1102,Jamall Emmers,Pretty Boy,22,8,0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.10,49%,3.92,57%,2.59,53%,81%,0.3
1103,Josh Emmett,CC0,19,6,0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",3.72,35%,4.43,60%,1.08,37%,43%,0.1
1104,Marius Enache,,3,3,0,"5' 11""",155 lbs.,--,,"Oct 16, 1975",1.71,34%,0.66,84%,3.94,100%,0%,3.9
1105,Kevin Engel,The Hitman,5,1,0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1106,Kolton Englund,White Assassin,9,4,0,"5' 10""",155 lbs.,"69""",Orthodox,"Jul 09, 1993",2.31,25%,11.54,40%,0.00,0%,0%,0.0
1107,Oliver Enkamp,,7,2,0,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",2.38,36%,3.55,37%,0.87,16%,0%,0.0
1108,Alex Enlund,,14,2,0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,"May 27, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1109,Kenny Ento,Tha' Dragon,14,15,0,"6' 2""",192 lbs.,--,,--,8.41,79%,0.00,100%,5.49,100%,0%,11.0
1110,Ian Entwistle,Enty,9,3,0,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986",0.11,7%,7.36,31%,0.00,0%,0%,12.1
1111,Andy Enz,Tank Mode,10,4,0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0
1112,Won Jin Eoh,,5,5,1,"5' 7""",160 lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0.00,0%,50%,0.0
1113,Yuji Ephoevi-Ga,The Chef,11,1,0,"6' 0""",155 lbs.,"75""",Switch,"Oct 19, 1999",2.67,71%,2.60,44%,0.00,0%,60%,0.0
1114,Josh Epps,,6,7,0,--,130 lbs.,--,,"Aug 23, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1115,Abdellah Er-Ramy,The Golden Boy,7,2,0,"6' 0""",185 lbs.,"74""",Orthodox,"Sep 19, 1996",0.00,0%,8.40,0%,0.00,0%,0%,0.0
1116,Steve Erceg,Astroboy,13,4,0,"5' 8""",125 lbs.,"68""",Orthodox,"Jul 27, 1995",4.00,45%,3.79,52%,1.15,27%,62%,0.4
1117,Tom Erikson,The Big Cat,9,4,1,"6' 3""",280 lbs.,--,Orthodox,"Jul 06, 1964",0.94,47%,1.87,25%,4.68,60%,100%,6.2
1118,Konstantin Erokhin,,9,3,0,"5' 11""",230 lbs.,--,Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0.00,0%,70%,0.0
1119,Julian Erosa,Juicy J,31,13,0,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",6.21,48%,6.27,48%,1.78,43%,61%,0.7
1120,Jarno Errens,,14,6,1,"5' 11""",145 lbs.,"73""",Orthodox,"Nov 17, 1994",3.29,44%,3.29,61%,0.00,0%,33%,0.3
1121,Ivan Erslan,,14,6,0 (1 NC),"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",2.55,46%,5.01,53%,0.45,20%,61%,0.0
1122,Nick Ertl,,8,6,0,"5' 9""",155 lbs.,--,,"Oct 29, 1968",1.34,69%,1.59,41%,1.88,50%,0%,0.0
1123,Chel Erwin-Davis,The First Sun,5,1,0,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4
1124,Bobby Escalante,,5,6,0,--,130 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1125,Eric Esch,Butterbean,15,10,1,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71%,1.74,43%,0.00,0%,0%,2.0
1126,Pro Escobedo,,1,0,0,--,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
1127,Cole Escovedo,Apache Kid,17,9,0,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43%,4.32,49%,0.43,33%,13%,0.0
1128,Efrain Escudero,Hecho En Mexico,28,12,0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",2.92,44%,2.30,63%,1.31,40%,66%,0.8
1129,Evan Esguerra,,8,7,0 (1 NC),--,145 lbs.,--,,"Jul 13, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1130,Carla Esparza,Cookie Monster,20,8,0,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.19,39%,2.87,54%,3.28,36%,47%,0.3
1131,Juan Espino,El Guapo,11,2,0,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",2.38,70%,1.95,40%,8.93,78%,50%,2.4
1132,Jordan Espinosa,The Gamer,15,9,0 (1 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2
1133,Jodie Esquibel,,6,6,0,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.10,31%,7.37,52%,0.75,21%,83%,0.0
1134,Rafael Estevam,Macapa,14,0,0,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",2.10,54%,2.59,47%,6.01,38%,66%,0.3
1135,Achilles Estremadura,,7,1,0,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",3.20,43%,3.27,70%,0.00,0%,0%,0.0
1136,Shaun Etchell,The Buzzsaw,7,3,0,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993",0.00,0%,0.00,0%,4.37,100%,100%,0.0
1137,Terry Etim,,16,5,0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35%,2.53,67%,0.43,30%,39%,1.4
1138,Fred Ettish,,1,1,0,"6' 0""",180 lbs.,--,Southpaw,"Oct 12, 1955",0.00,0%,0.00,0%,0.00,0%,0%,0.0
1139,Scott Ettling,,4,2,0,--,135 lbs.,--,,--,0.00,0%,0.54,83%,8.04,100%,0%,0.0
1140,Sijara Eubanks,SarJ,8,7,0,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",4.30,43%,3.43,57%,1.90,44%,66%,0.3
1141,Billy Evangelista,,13,3,0 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",4.51,40%,3.96,61%,1.60,19%,61%,0.2
1142,Rashad Evans,Suga,19,8,1,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0
1143,Doug Evans,,13,10,0,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
1144,Ashlee Evans-Smith,Rebel Girl,6,6,0,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34%,4.59,53%,0.95,22%,50%,0.0
1145,Dan Evensen,The Viking,11,4,0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10%,3.86,38%,0.00,0%,0%,4.0
1146,Tonya Evinger,Triple Threat,19,8,0 (1 NC),"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",1.16,42%,4.02,38%,0.93,30%,33%,0.9
1147,Movsar Evloev,,19,0,0,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",3.99,48%,2.66,60%,4.67,48%,61%,0.2
1148,Andre Ewell,Mr. Highlight,17,9,0,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",4.28,40%,4.87,51%,0.36,75%,72%,0.1
1149,Chris Ewert,El Tanke,7,1,0,"6' 0""",185 lbs.,"75""",Orthodox,"Sep 06, 1993",3.40,37%,4.33,50%,0.00,0%,42%,0.0
1150,Neal Ewing,,6,0,0,--,185 lbs.,--,,"Sep 30, 1985",2.27,60%,1.93,48%,5.00,62%,0%,0.0
1151,Ethyn Ewing,The Professor Finesser,9,2,0,"5' 6""",145 lbs.,"69""",Orthodox,"Feb 16, 1998",5.67,52%,5.13,47%,3.00,60%,100%,0.0
1152,Manuel Exposito,,13,3,0,"5' 7""",145 lbs.,"68""",Orthodox,"May 09, 2000",2.53,27%,9.73,34%,2.00,40%,100%,0.0
1153,Jessica Eye,Evil,15,11,0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37%,4.19,55%,0.58,40%,57%,0.5
1154,Edward Faaloloto,,2,5,0,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984",2.28,32%,6.25,44%,1.01,25%,33%,0.0
1155,Urijah Faber,The California Kid,35,11,0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40%,2.59,64%,1.54,30%,58%,0.8
1156,Melinda Fabian,,4,4,2,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987",4.03,41%,4.00,62%,0.00,0%,100%,0.0
1157,Wagnney Fabiano,The Silencer,16,4,0,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",1.19,38%,0.66,70%,3.44,64%,100%,0.4
